vehicle_id,speed,lon,route_id,timestamp,lat,trip_id
2214,20.6200008392334,-97.71833,481,2015-03-08T07:40:54+00:00,30.368347,1391444
8852,30.399999618530273,-97.74189,481,2015-03-08T07:40:54+00:00,30.296957,1391456
8844,0,-97.74414,411,2015-03-08T07:40:56+00:00,30.268578,1391235
8917,3.259999990463257,-97.74461,410,2015-03-08T07:41:11+00:00,30.270447,1391211
8936,19.940000534057617,-97.736855,481,2015-03-08T07:41:18+00:00,30.304686,1391438
8903,26.950000762939453,-97.71659,411,2015-03-08T07:41:32+00:00,30.23302,1391230
2203,15.720000267028809,-97.719154,485,2015-03-08T07:41:33+00:00,30.269705,1391573
8915,19.549999237060547,-97.74471,486,2015-03-08T07:41:42+00:00,30.193943,1391618
8848,6.989999771118164,-97.7399,412,2015-03-08T07:41:43+00:00,30.283592,1391309
8933,18.559999465942383,-97.70785,485,2015-03-08T07:41:45+00:00,30.29792,1391569
8939,3.3399999141693115,-97.74753,483,2015-03-08T07:41:46+00:00,30.265717,1391494
8918,3.9000000953674316,-97.744804,486,2015-03-08T07:41:57+00:00,30.26855,1391607
2231,31.579999923706055,-97.77115,484,2015-03-08T07:41:59+00:00,30.248007,1391533
8925,11.899999618530273,-97.74236,410,2015-03-08T07:42:17+00:00,30.26943,1391171
8929,0,-97.745056,412,2015-03-08T07:42:23+00:00,30.268578,1391322
8918,7.150000095367432,-97.74664,486,2015-03-08T07:42:53+00:00,30.268274,1391607
2214,16.489999771118164,-97.709114,481,2015-03-08T07:42:54+00:00,30.36854,1391444
8852,6.840000152587891,-97.74202,481,2015-03-08T07:42:54+00:00,30.293657,1391456
8844,0,-97.74417,411,2015-03-08T07:42:56+00:00,30.26855,1391235
8848,15.90999984741211,-97.73401,412,2015-03-08T07:43:03+00:00,30.283043,1391309
8917,15.149999618530273,-97.74202,410,2015-03-08T07:43:11+00:00,30.277405,1391211
8936,22.309999465942383,-97.73236,481,2015-03-08T07:43:18+00:00,30.314722,1391438
8903,9.239999771118164,-97.717224,411,2015-03-08T07:43:32+00:00,30.237448,1391230
2203,21.899999618530273,-97.73138,485,2015-03-08T07:43:33+00:00,30.269953,1391573
8915,25.68000030517578,-97.758896,486,2015-03-08T07:43:42+00:00,30.195757,1391618
8925,6.429999828338623,-97.74474,410,2015-03-08T07:43:43+00:00,30.268578,1391171
8933,13.989999771118164,-97.70833,485,2015-03-08T07:43:45+00:00,30.304657,1391569
8939,14.079999923706055,-97.748955,483,2015-03-08T07:43:46+00:00,30.259035,1391494
2231,18.34000015258789,-97.76311,484,2015-03-08T07:43:59+00:00,30.25348,1391533
8925,0.699999988079071,-97.744835,410,2015-03-08T07:44:17+00:00,30.268633,1391171
8929,0,-97.744995,412,2015-03-08T07:44:23+00:00,30.26855,1391322
8918,7.239999771118164,-97.74778,486,2015-03-08T07:44:52+00:00,30.264948,1391607
2214,24.3799991607666,-97.697525,481,2015-03-08T07:44:54+00:00,30.362352,1391444
8852,6.519999980926514,-97.74142,481,2015-03-08T07:44:54+00:00,30.29055,1391456
8844,0,-97.74411,411,2015-03-08T07:44:56+00:00,30.268604,1391235
8848,14.920000076293945,-97.73711,412,2015-03-08T07:45:03+00:00,30.27636,1391309
8917,12.770000457763672,-97.74192,410,2015-03-08T07:45:11+00:00,30.283566,1391211
8936,8.720000267028809,-97.73017,481,2015-03-08T07:45:29+00:00,30.319727,1391438
8903,14.609999656677246,-97.72077,411,2015-03-08T07:45:32+00:00,30.2438,1391230
2203,11.0600004196167,-97.737236,485,2015-03-08T07:45:33+00:00,30.271658,1391573
2214,14.84000015258789,-97.69857,481,2015-03-08T07:45:41+00:00,30.360537,1391455
8915,12.3100004196167,-97.764755,486,2015-03-08T07:45:42+00:00,30.198866,1391618
8933,9.760000228881836,-97.709526,485,2015-03-08T07:45:45+00:00,30.30925,1391569
8939,8.800000190734863,-97.74572,483,2015-03-08T07:45:46+00:00,30.255844,1391494
2231,16.81999969482422,-97.758545,484,2015-03-08T07:45:59+00:00,30.260574,1391533
8914,11.170000076293945,-97.74189,410,2015-03-08T07:46:01+00:00,30.28428,1391170
8925,0,-97.74509,410,2015-03-08T07:46:17+00:00,30.268688,1391207
8929,0.3499999940395355,-97.7449,412,2015-03-08T07:46:23+00:00,30.26954,1391322
8918,13.880000114440918,-97.74822,486,2015-03-08T07:46:52+00:00,30.258265,1391607
2214,28.350000381469727,-97.70459,481,2015-03-08T07:46:53+00:00,30.354185,1391455
8852,6.909999847412109,-97.74164,481,2015-03-08T07:46:54+00:00,30.287222,1391456
8848,9.050000190734863,-97.73866,412,2015-03-08T07:47:03+00:00,30.272207,1391309
8917,12.170000076293945,-97.74139,410,2015-03-08T07:47:11+00:00,30.289423,1391211
8936,32.779998779296875,-97.72223,481,2015-03-08T07:47:18+00:00,30.33235,1391438
8903,18.270000457763672,-97.73081,411,2015-03-08T07:47:32+00:00,30.245367,1391230
2203,10.510000228881836,-97.74246,485,2015-03-08T07:47:33+00:00,30.269348,1391573
8844,5.309999942779541,-97.745125,411,2015-03-08T07:47:35+00:00,30.268633,1391235
8915,23.489999771118164,-97.77381,486,2015-03-08T07:47:42+00:00,30.20706,1391618
8933,24,-97.699715,485,2015-03-08T07:47:45+00:00,30.317142,1391569
8939,24.450000762939453,-97.73562,483,2015-03-08T07:47:46+00:00,30.247898,1391500
2231,21.420000076293945,-97.752655,484,2015-03-08T07:47:59+00:00,30.269567,1391533
8914,7.809999942779541,-97.73765,410,2015-03-08T07:48:01+00:00,30.2834,1391170
8925,0,-97.745056,410,2015-03-08T07:48:17+00:00,30.26855,1391207
8929,25.549999237060547,-97.74056,412,2015-03-08T07:48:23+00:00,30.281282,1391322
8852,14.600000381469727,-97.74205,481,2015-03-08T07:48:26+00:00,30.281832,1391456
8918,26,-97.75111,486,2015-03-08T07:48:52+00:00,30.245972,1391607
8852,28.3799991607666,-97.742714,481,2015-03-08T07:48:53+00:00,30.278807,1391456
8844,3.549999952316284,-97.74642,411,2015-03-08T07:48:56+00:00,30.268908,1391235
8848,0,-97.74255,412,2015-03-08T07:49:03+00:00,30.269072,1391321
8929,14.470000267028809,-97.74192,412,2015-03-08T07:49:08+00:00,30.28362,1391322
8917,7.010000228881836,-97.73787,410,2015-03-08T07:49:11+00:00,30.290907,1391211
8936,14.619999885559082,-97.7183,481,2015-03-08T07:49:18+00:00,30.338537,1391438
8903,22.010000228881836,-97.74091,411,2015-03-08T07:49:32+00:00,30.251417,1391230
2203,0,-97.74376,485,2015-03-08T07:49:33+00:00,30.268303,1391565
2214,6.889999866485596,-97.71216,481,2015-03-08T07:49:33+00:00,30.35017,1391455
8915,30.43000030517578,-97.7657,486,2015-03-08T07:49:42+00:00,30.219957,1391618
8933,17.989999771118164,-97.693535,485,2015-03-08T07:49:45+00:00,30.32399,1391569
8939,21.920000076293945,-97.727196,483,2015-03-08T07:49:46+00:00,30.240225,1391500
2231,12.850000381469727,-97.74576,484,2015-03-08T07:49:59+00:00,30.267836,1391533
8914,0.10999999940395355,-97.73765,410,2015-03-08T07:50:01+00:00,30.283455,1391170
8925,0,-97.745026,410,2015-03-08T07:50:17+00:00,30.268826,1391207
8929,1.0499999523162842,-97.74158,412,2015-03-08T07:50:23+00:00,30.28373,1391322
8848,0,-97.74471,412,2015-03-08T07:50:42+00:00,30.268578,1391321
8918,20.690000534057617,-97.75532,486,2015-03-08T07:50:52+00:00,30.236677,1391607
2214,0,-97.71216,481,2015-03-08T07:50:53+00:00,30.35017,1391455
8852,17.010000228881836,-97.74554,481,2015-03-08T07:50:53+00:00,30.27097,1391456
8844,20.270000457763672,-97.74927,411,2015-03-08T07:50:55+00:00,30.25953,1391235
8848,0,-97.74528,412,2015-03-08T07:51:02+00:00,30.268467,1391321
8917,6.090000152587891,-97.741035,410,2015-03-08T07:51:11+00:00,30.29198,1391211
8936,22.690000534057617,-97.71244,481,2015-03-08T07:51:18+00:00,30.348246,1391438
8903,12.449999809265137,-97.74554,411,2015-03-08T07:51:31+00:00,30.255844,1391230
2203,0,-97.74376,485,2015-03-08T07:51:33+00:00,30.268274,1391565
8915,23.079999923706055,-97.75994,486,2015-03-08T07:51:42+00:00,30.229912,1391618
8914,10.34000015258789,-97.733376,410,2015-03-08T07:51:43+00:00,30.281364,1391170
8933,14.09000015258789,-97.68948,485,2015-03-08T07:51:45+00:00,30.32982,1391569
8939,14.6899995803833,-97.72369,483,2015-03-08T07:51:46+00:00,30.233818,1391500
2231,5.360000133514404,-97.74284,484,2015-03-08T07:51:59+00:00,30.26844,1391533
8914,21.420000076293945,-97.73464,410,2015-03-08T07:52:01+00:00,30.280266,1391170
8917,7.340000152587891,-97.74281,410,2015-03-08T07:52:03+00:00,30.291925,1391172
8925,0,-97.745056,410,2015-03-08T07:52:17+00:00,30.268496,1391207
8929,0.6899999976158142,-97.74123,412,2015-03-08T07:52:23+00:00,30.283592,1391322
8918,23.610000610351562,-97.76194,486,2015-03-08T07:52:52+00:00,30.226833,1391607
2231,0,-97.743286,484,2015-03-08T07:52:52+00:00,30.268192,1391530
8852,6.980000019073486,-97.74255,481,2015-03-08T07:52:53+00:00,30.268797,1391456
8844,27.239999771118164,-97.738976,411,2015-03-08T07:52:55+00:00,30.24985,1391235
8848,0,-97.74525,412,2015-03-08T07:53:03+00:00,30.268385,1391321
8917,5.829999923706055,-97.743256,410,2015-03-08T07:53:10+00:00,30.29055,1391172
2214,0,-97.71216,481,2015-03-08T07:53:11+00:00,30.35017,1391455
8936,25.690000534057617,-97.71643,481,2015-03-08T07:53:18+00:00,30.360153,1391438
8903,10.880000114440918,-97.74908,411,2015-03-08T07:53:31+00:00,30.260107,1391230
